"Sample","Year","Month","Location","Sex","GSI","fLocation","fSex"
"412" 412 1 2 1 1 0.14 "1" "M"
"415" 415 1 2 1 1 0.1395 "1" "M"
"417" 417 1 2 1 1 0.139 "1" "M"
"421" 421 1 3 1 1 0.1347 "1" "M"
"423" 423 1 2 1 1 0.1344 "1" "M"
"424" 424 1 1 1 1 0.134 "1" "M"
"427" 427 1 1 1 1 0.133 "1" "M"
"431" 431 1 1 1 1 0.1316 "1" "M"
"435" 435 1 2 1 1 0.1261 "1" "M"
"436" 436 1 2 1 1 0.1261 "1" "M"
"437" 437 1 2 1 1 0.1239 "1" "M"
"440" 440 1 3 1 1 0.1212 "1" "M"
"444" 444 1 3 3 1 0.1186 "3" "M"
"445" 445 1 2 1 1 0.1181 "1" "M"
"448" 448 1 1 1 1 0.1162 "1" "M"
"449" 449 1 2 1 1 0.1121 "1" "M"
"451" 451 1 4 3 1 0.1079 "3" "M"
"453" 453 1 1 1 1 0.1069 "1" "M"
"456" 456 1 1 1 1 0.1061 "1" "M"
"459" 459 1 2 3 1 0.1014 "3" "M"
"461" 461 1 1 1 1 0.0987 "1" "M"
"462" 462 1 1 1 1 0.0969 "1" "M"
"466" 466 1 2 1 1 0.0929 "1" "M"
"467" 467 1 2 3 1 0.0928 "3" "M"
"471" 471 1 2 1 1 0.0907 "1" "M"
"474" 474 1 1 3 1 0.0888 "3" "M"
"476" 476 1 2 3 1 0.0881 "3" "M"
"477" 477 1 2 1 1 0.0877 "1" "M"
"479" 479 1 1 1 1 0.0866 "1" "M"
"481" 481 1 2 1 1 0.0827 "1" "M"
"482" 482 1 2 3 1 0.0817 "3" "M"
"483" 483 1 2 1 1 0.0817 "1" "M"
"488" 488 1 1 1 1 0.079 "1" "M"
"491" 491 1 3 1 1 0.0774 "1" "M"
"494" 494 1 1 1 1 0.0738 "1" "M"
"499" 499 1 1 1 1 0.0711 "1" "M"
"506" 506 1 1 1 1 0.0647 "1" "M"
"515" 515 1 2 1 1 0.0554 "1" "M"
"518" 518 1 2 1 1 0.053 "1" "M"
"519" 519 1 1 3 1 0.0526 "3" "M"
"527" 527 1 1 3 1 0.047 "3" "M"
"535" 535 1 1 1 1 0.0375 "1" "M"
"537" 537 1 1 3 1 0.0334 "3" "M"
"539" 539 1 1 1 1 0.0276 "1" "M"
"542" 542 1 4 3 1 0.0218 "3" "M"
"543" 543 1 2 1 1 0.019 "1" "M"
"544" 544 1 6 1 1 0.0167 "1" "M"
"545" 545 1 5 1 1 0.0131 "1" "M"
"763" 763 2 10 1 1 4.2144 "1" "M"
"765" 765 2 11 1 1 4.1906 "1" "M"
"771" 771 2 11 1 1 3.8598 "1" "M"
"773" 773 2 9 1 1 3.804 "1" "M"
"778" 778 2 8 1 1 3.5826 "1" "M"
"785" 785 2 8 1 1 3.3895 "1" "M"
"786" 786 2 8 1 1 3.3839 "1" "M"
"787" 787 2 8 1 1 3.3324 "1" "M"
"788" 788 2 6 1 1 3.2799 "1" "M"
"789" 789 2 4 1 1 3.2536 "1" "M"
"790" 790 2 6 1 1 3.2492 "1" "M"
"791" 791 2 6 1 1 3.2383 "1" "M"
"792" 792 2 8 1 1 3.2333 "1" "M"
"793" 793 2 11 1 1 3.2161 "1" "M"
"794" 794 2 8 1 1 3.1991 "1" "M"
"795" 795 2 5 1 1 3.1264 "1" "M"
"796" 796 2 11 1 1 3.1242 "1" "M"
"799" 799 2 10 1 1 3.0116 "1" "M"
"800" 800 2 8 1 1 2.9792 "1" "M"
"802" 802 2 6 1 1 2.9531 "1" "M"
"803" 803 2 8 1 1 2.9504 "1" "M"
"805" 805 2 6 1 1 2.8932 "1" "M"
"807" 807 2 6 1 1 2.8892 "1" "M"
"808" 808 2 6 1 1 2.865 "1" "M"
"809" 809 2 7 3 1 2.8257 "3" "M"
"810" 810 2 6 1 1 2.8067 "1" "M"
"811" 811 2 8 1 1 2.7965 "1" "M"
"813" 813 2 5 1 1 2.7649 "1" "M"
"814" 814 2 5 1 1 2.7588 "1" "M"
"815" 815 2 8 1 1 2.7189 "1" "M"
"816" 816 2 11 1 1 2.7134 "1" "M"
"817" 817 2 6 1 1 2.7084 "1" "M"
"818" 818 2 4 1 1 2.7035 "1" "M"
"819" 819 2 5 3 1 2.7023 "3" "M"
"820" 820 2 6 3 1 2.6864 "3" "M"
"821" 821 2 4 3 1 2.6559 "3" "M"
"822" 822 2 6 1 1 2.6494 "1" "M"
"823" 823 2 8 1 1 2.6463 "1" "M"
"824" 824 2 5 1 1 2.6269 "1" "M"
"825" 825 2 10 1 1 2.6265 "1" "M"
"826" 826 2 7 3 1 2.603 "3" "M"
"827" 827 2 9 1 1 2.5842 "1" "M"
"828" 828 2 12 1 1 2.569 "1" "M"
"829" 829 2 8 1 1 2.568 "1" "M"
"830" 830 2 8 1 1 2.555 "1" "M"
"832" 832 2 9 1 1 2.5396 "1" "M"
"834" 834 2 11 1 1 2.502 "1" "M"
"835" 835 2 7 3 1 2.496 "3" "M"
"836" 836 2 5 1 1 2.4848 "1" "M"
"837" 837 2 10 1 1 2.4796 "1" "M"
"838" 838 2 7 3 1 2.4732 "3" "M"
"839" 839 2 6 1 1 2.4703 "1" "M"
"841" 841 2 4 1 1 2.436 "1" "M"
"843" 843 2 12 1 1 2.4254 "1" "M"
"844" 844 2 6 1 1 2.4221 "1" "M"
"845" 845 2 4 3 1 2.4193 "3" "M"
"846" 846 2 4 3 1 2.4151 "3" "M"
"847" 847 2 2 1 1 2.4094 "1" "M"
"848" 848 2 6 1 1 2.409 "1" "M"
"849" 849 2 7 3 1 2.4 "3" "M"
"850" 850 2 4 1 1 2.4 "1" "M"
"851" 851 2 9 1 1 2.3826 "1" "M"
"852" 852 2 10 1 1 2.3697 "1" "M"
"853" 853 2 5 1 1 2.3689 "1" "M"
"854" 854 2 5 3 1 2.3632 "3" "M"
"855" 855 2 7 3 1 2.3571 "3" "M"
"856" 856 2 10 1 1 2.3504 "1" "M"
"858" 858 2 9 1 1 2.3468 "1" "M"
"859" 859 2 9 3 1 2.3456 "3" "M"
"860" 860 2 7 3 1 2.3423 "3" "M"
"861" 861 2 6 1 1 2.3414 "1" "M"
"862" 862 2 8 1 1 2.329 "1" "M"
"863" 863 2 4 1 1 2.3209 "1" "M"
"864" 864 2 7 3 1 2.3194 "3" "M"
"865" 865 2 4 4 1 2.319 "4" "M"
"867" 867 2 4 4 1 2.3154 "4" "M"
"869" 869 2 6 3 1 2.2992 "3" "M"
"870" 870 2 5 1 1 2.29 "1" "M"
"871" 871 2 6 3 1 2.289 "3" "M"
"872" 872 2 5 1 1 2.2888 "1" "M"
"873" 873 2 7 3 1 2.2852 "3" "M"
"874" 874 2 4 1 1 2.2779 "1" "M"
"875" 875 2 10 1 1 2.272 "1" "M"
"876" 876 2 5 1 1 2.2706 "1" "M"
"878" 878 2 5 1 1 2.255 "1" "M"
"879" 879 2 10 1 1 2.252 "1" "M"
"880" 880 2 7 3 1 2.251 "3" "M"
"882" 882 2 5 1 1 2.2494 "1" "M"
"883" 883 2 4 4 1 2.2451 "4" "M"
"884" 884 2 4 4 1 2.2393 "4" "M"
"886" 886 2 6 3 1 2.2339 "3" "M"
"887" 887 2 5 1 1 2.2302 "1" "M"
"888" 888 2 6 3 1 2.2302 "3" "M"
"890" 890 2 4 3 1 2.2184 "3" "M"
"891" 891 2 6 3 1 2.2135 "3" "M"
"892" 892 2 12 1 1 2.2048 "1" "M"
"893" 893 2 10 1 1 2.1835 "1" "M"
"894" 894 2 6 3 1 2.1727 "3" "M"
"895" 895 2 4 4 1 2.1721 "4" "M"
"897" 897 2 5 3 1 2.1564 "3" "M"
"898" 898 2 7 3 1 2.1554 "3" "M"
"899" 899 2 4 2 1 2.1478 "2" "M"
"900" 900 2 5 1 1 2.1454 "1" "M"
"901" 901 2 11 1 1 2.1439 "1" "M"
"902" 902 2 7 3 1 2.1304 "3" "M"
"903" 903 2 10 1 1 2.1282 "1" "M"
"904" 904 2 1 1 1 2.1271 "1" "M"
"906" 906 2 6 1 1 2.1238 "1" "M"
"907" 907 2 11 1 1 2.1196 "1" "M"
"908" 908 2 7 3 1 2.1129 "3" "M"
"910" 910 2 5 1 1 2.1114 "1" "M"
"911" 911 2 6 1 1 2.1047 "1" "M"
"912" 912 2 7 3 1 2.1038 "3" "M"
"913" 913 2 7 3 1 2.0966 "3" "M"
"914" 914 2 9 1 1 2.0756 "1" "M"
"915" 915 2 8 1 1 2.0749 "1" "M"
"916" 916 2 4 1 1 2.0739 "1" "M"
"917" 917 2 11 1 1 2.0737 "1" "M"
"918" 918 2 7 3 1 2.0617 "3" "M"
"919" 919 2 6 3 1 2.0602 "3" "M"
"920" 920 2 8 1 1 2.0575 "1" "M"
"921" 921 2 8 1 1 2.0431 "1" "M"
"922" 922 2 6 1 1 2.0397 "1" "M"
"923" 923 2 4 1 1 2.0371 "1" "M"
"924" 924 2 5 1 1 2.0327 "1" "M"
"925" 925 2 7 3 1 2.0273 "3" "M"
"926" 926 2 5 1 1 2.0221 "1" "M"
"927" 927 2 10 1 1 2.0191 "1" "M"
"928" 928 2 9 1 1 2.0055 "1" "M"
"929" 929 2 5 3 1 1.9916 "3" "M"
"930" 930 2 5 1 1 1.9895 "1" "M"
"931" 931 2 12 1 1 1.9881 "1" "M"
"932" 932 2 10 1 1 1.9869 "1" "M"
"933" 933 2 7 3 1 1.9832 "3" "M"
"934" 934 2 6 3 1 1.9804 "3" "M"
"935" 935 2 8 1 1 1.9753 "1" "M"
"936" 936 2 3 3 1 1.9749 "3" "M"
"937" 937 2 4 3 1 1.9736 "3" "M"
"938" 938 2 7 3 1 1.9686 "3" "M"
"939" 939 2 5 3 1 1.9477 "3" "M"
"940" 940 2 5 3 1 1.9355 "3" "M"
"941" 941 2 4 4 1 1.9303 "4" "M"
"943" 943 2 7 3 1 1.9115 "3" "M"
"944" 944 2 5 3 1 1.9009 "3" "M"
"945" 945 2 7 3 1 1.8922 "3" "M"
"946" 946 2 10 1 1 1.8892 "1" "M"
"947" 947 2 8 3 1 1.8816 "3" "M"
"948" 948 2 8 1 1 1.8812 "1" "M"
"949" 949 2 4 4 1 1.8762 "4" "M"
"950" 950 2 9 1 1 1.8723 "1" "M"
"951" 951 2 10 1 1 1.8715 "1" "M"
"952" 952 2 5 3 1 1.8639 "3" "M"
"953" 953 2 8 1 1 1.8637 "1" "M"
"954" 954 2 3 3 1 1.858 "3" "M"
"955" 955 2 8 1 1 1.8573 "1" "M"
"956" 956 2 11 1 1 1.8508 "1" "M"
"957" 957 2 12 1 1 1.8493 "1" "M"
"958" 958 2 4 3 1 1.8493 "3" "M"
"959" 959 2 4 3 1 1.849 "3" "M"
"960" 960 2 4 2 1 1.8437 "2" "M"
"961" 961 2 7 3 1 1.8413 "3" "M"
"963" 963 2 12 1 1 1.8365 "1" "M"
"965" 965 2 1 3 1 1.8265 "3" "M"
"966" 966 2 6 3 1 1.8201 "3" "M"
"967" 967 2 6 1 1 1.8173 "1" "M"
"968" 968 2 7 3 1 1.8169 "3" "M"
"969" 969 2 7 3 1 1.8149 "3" "M"
"970" 970 2 9 1 1 1.8121 "1" "M"
"971" 971 2 5 1 1 1.8105 "1" "M"
"972" 972 2 12 1 1 1.8052 "1" "M"
"973" 973 2 7 3 1 1.8042 "3" "M"
"974" 974 2 7 3 1 1.7939 "3" "M"
"975" 975 2 2 1 1 1.7916 "1" "M"
"977" 977 2 9 1 1 1.7814 "1" "M"
"978" 978 2 9 1 1 1.7798 "1" "M"
"979" 979 2 10 1 1 1.7679 "1" "M"
"980" 980 2 6 1 1 1.7654 "1" "M"
"981" 981 2 11 1 1 1.7638 "1" "M"
"982" 982 2 7 3 1 1.7584 "3" "M"
"983" 983 2 8 1 1 1.7573 "1" "M"
"984" 984 2 5 3 1 1.7569 "3" "M"
"985" 985 2 9 1 1 1.7565 "1" "M"
"986" 986 2 10 1 1 1.7509 "1" "M"
"987" 987 2 3 2 1 1.7441 "2" "M"
"988" 988 2 12 3 1 1.7403 "3" "M"
"989" 989 2 4 1 1 1.7374 "1" "M"
"990" 990 2 5 1 1 1.7279 "1" "M"
"991" 991 2 8 1 1 1.725 "1" "M"
"992" 992 2 8 1 1 1.7231 "1" "M"
"993" 993 2 4 1 1 1.7095 "1" "M"
"994" 994 2 4 2 1 1.7088 "2" "M"
"995" 995 2 5 1 1 1.6981 "1" "M"
"996" 996 2 5 1 1 1.6972 "1" "M"
"997" 997 2 4 2 1 1.6887 "2" "M"
"998" 998 2 4 3 1 1.6842 "3" "M"
"999" 999 2 10 1 1 1.6798 "1" "M"
"1000" 1000 2 7 3 1 1.6773 "3" "M"
"1001" 1001 2 6 3 1 1.6757 "3" "M"
"1002" 1002 2 4 2 1 1.6756 "2" "M"
"1003" 1003 2 4 3 1 1.6677 "3" "M"
"1004" 1004 2 10 1 1 1.6665 "1" "M"
"1005" 1005 2 9 1 1 1.6569 "1" "M"
"1006" 1006 2 6 3 1 1.647 "3" "M"
"1008" 1008 2 6 3 1 1.6369 "3" "M"
"1009" 1009 2 4 3 1 1.6362 "3" "M"
"1010" 1010 2 8 1 1 1.6339 "1" "M"
"1011" 1011 2 4 3 1 1.6271 "3" "M"
"1012" 1012 2 4 3 1 1.6181 "3" "M"
"1013" 1013 2 4 3 1 1.6029 "3" "M"
"1014" 1014 2 8 1 1 1.6019 "1" "M"
"1015" 1015 2 10 1 1 1.598 "1" "M"
"1016" 1016 2 3 2 1 1.5924 "2" "M"
"1017" 1017 2 7 3 1 1.5875 "3" "M"
"1018" 1018 2 3 3 1 1.5849 "3" "M"
"1019" 1019 2 5 3 1 1.5675 "3" "M"
"1020" 1020 2 8 1 1 1.5648 "1" "M"
"1021" 1021 2 4 3 1 1.5648 "3" "M"
"1022" 1022 2 4 4 1 1.5572 "4" "M"
"1023" 1023 2 10 1 1 1.5565 "1" "M"
"1024" 1024 2 4 3 1 1.556 "3" "M"
"1025" 1025 2 8 1 1 1.5558 "1" "M"
"1026" 1026 2 10 1 1 1.5537 "1" "M"
"1027" 1027 2 4 2 1 1.5511 "2" "M"
"1028" 1028 2 11 1 1 1.5495 "1" "M"
"1029" 1029 2 7 3 1 1.5489 "3" "M"
"1030" 1030 2 6 1 1 1.5076 "1" "M"
"1031" 1031 2 4 1 1 1.5064 "1" "M"
"1032" 1032 2 1 1 1 1.496 "1" "M"
"1033" 1033 2 5 1 1 1.4882 "1" "M"
"1034" 1034 2 7 3 1 1.4822 "3" "M"
"1036" 1036 2 6 1 1 1.4774 "1" "M"
"1037" 1037 2 11 1 1 1.4619 "1" "M"
"1038" 1038 2 4 4 1 1.4616 "4" "M"
"1039" 1039 2 5 1 1 1.4599 "1" "M"
"1040" 1040 2 9 1 1 1.4595 "1" "M"
"1041" 1041 2 5 1 1 1.4593 "1" "M"
"1042" 1042 2 9 1 1 1.4565 "1" "M"
"1043" 1043 2 4 3 1 1.4526 "3" "M"
"1044" 1044 2 8 1 1 1.4433 "1" "M"
"1045" 1045 2 6 3 1 1.4415 "3" "M"
"1047" 1047 2 4 3 1 1.436 "3" "M"
"1048" 1048 2 5 1 1 1.4353 "1" "M"
"1050" 1050 2 4 4 1 1.4265 "4" "M"
"1051" 1051 2 7 3 1 1.425 "3" "M"
"1052" 1052 2 6 1 1 1.4226 "1" "M"
"1053" 1053 2 6 3 1 1.4199 "3" "M"
"1054" 1054 2 4 1 1 1.4111 "1" "M"
"1055" 1055 2 4 2 1 1.4027 "2" "M"
"1056" 1056 2 9 1 1 1.378 "1" "M"
"1057" 1057 2 4 1 1 1.3639 "1" "M"
"1058" 1058 2 9 1 1 1.356 "1" "M"
"1059" 1059 2 3 3 1 1.354 "3" "M"
"1060" 1060 2 1 3 1 1.3431 "3" "M"
"1061" 1061 2 4 2 1 1.3344 "2" "M"
"1062" 1062 2 6 3 1 1.3344 "3" "M"
"1064" 1064 2 8 3 1 1.3296 "3" "M"
"1065" 1065 2 4 1 1 1.3225 "1" "M"
"1066" 1066 2 10 1 1 1.317 "1" "M"
"1067" 1067 2 6 3 1 1.3024 "3" "M"
"1068" 1068 2 4 3 1 1.2938 "3" "M"
"1069" 1069 2 6 3 1 1.2921 "3" "M"
"1070" 1070 2 3 3 1 1.2878 "3" "M"
"1071" 1071 2 9 1 1 1.2746 "1" "M"
"1072" 1072 2 11 1 1 1.274 "1" "M"
"1073" 1073 2 4 1 1 1.2738 "1" "M"
"1074" 1074 2 9 1 1 1.2643 "1" "M"
"1075" 1075 2 9 1 1 1.2627 "1" "M"
"1076" 1076 2 10 1 1 1.2578 "1" "M"
"1077" 1077 2 10 1 1 1.2577 "1" "M"
"1078" 1078 2 4 2 1 1.2571 "2" "M"
"1079" 1079 2 4 4 1 1.2553 "4" "M"
"1080" 1080 2 4 2 1 1.2548 "2" "M"
"1081" 1081 2 4 2 1 1.245 "2" "M"
"1082" 1082 2 11 1 1 1.2433 "1" "M"
"1084" 1084 2 9 3 1 1.2372 "3" "M"
"1085" 1085 2 9 1 1 1.2295 "1" "M"
"1086" 1086 2 9 1 1 1.2277 "1" "M"
"1087" 1087 2 2 1 1 1.2256 "1" "M"
"1088" 1088 2 9 1 1 1.2184 "1" "M"
"1089" 1089 2 4 4 1 1.216 "4" "M"
"1090" 1090 2 4 4 1 1.2039 "4" "M"
"1091" 1091 2 10 1 1 1.2014 "1" "M"
"1092" 1092 2 4 1 1 1.1938 "1" "M"
"1093" 1093 2 2 1 1 1.1826 "1" "M"
"1094" 1094 2 2 3 1 1.1799 "3" "M"
"1095" 1095 2 4 4 1 1.1797 "4" "M"
"1096" 1096 2 6 1 1 1.1776 "1" "M"
"1097" 1097 2 3 2 1 1.1711 "2" "M"
"1098" 1098 2 9 1 1 1.1705 "1" "M"
"1099" 1099 2 6 3 1 1.1677 "3" "M"
"1100" 1100 2 6 3 1 1.1673 "3" "M"
"1101" 1101 2 4 2 1 1.1665 "2" "M"
"1102" 1102 2 6 3 1 1.1631 "3" "M"
"1103" 1103 2 10 1 1 1.1624 "1" "M"
"1104" 1104 2 11 1 1 1.155 "1" "M"
"1105" 1105 2 4 4 1 1.1547 "4" "M"
"1106" 1106 2 11 1 1 1.1529 "1" "M"
"1107" 1107 2 7 3 1 1.1433 "3" "M"
"1108" 1108 2 4 2 1 1.1393 "2" "M"
"1109" 1109 2 3 3 1 1.1351 "3" "M"
"1110" 1110 2 7 3 1 1.1335 "3" "M"
"1111" 1111 2 11 1 1 1.1237 "1" "M"
"1112" 1112 2 4 3 1 1.1199 "3" "M"
"1113" 1113 2 11 1 1 1.1186 "1" "M"
"1114" 1114 2 12 3 1 1.1177 "3" "M"
"1116" 1116 2 3 2 1 1.1111 "2" "M"
"1117" 1117 2 3 2 1 1.1053 "2" "M"
"1118" 1118 2 7 3 1 1.1043 "3" "M"
"1119" 1119 2 4 4 1 1.103 "4" "M"
"1120" 1120 2 9 1 1 1.0943 "1" "M"
"1121" 1121 2 4 2 1 1.0943 "2" "M"
"1122" 1122 2 10 1 1 1.0929 "1" "M"
"1123" 1123 2 6 1 1 1.0818 "1" "M"
"1124" 1124 2 11 1 1 1.0801 "1" "M"
"1125" 1125 2 5 3 1 1.0789 "3" "M"
"1126" 1126 2 2 1 1 1.0759 "1" "M"
"1127" 1127 2 4 4 1 1.0759 "4" "M"
"1128" 1128 2 4 1 1 1.0696 "1" "M"
"1129" 1129 2 3 3 1 1.064 "3" "M"
"1130" 1130 2 10 1 1 1.0596 "1" "M"
"1131" 1131 2 4 3 1 1.0578 "3" "M"
"1133" 1133 2 12 3 1 1.0487 "3" "M"
"1134" 1134 2 4 4 1 1.0471 "4" "M"
"1135" 1135 2 3 2 1 1.0435 "2" "M"
"1136" 1136 2 6 3 1 1.0383 "3" "M"
"1137" 1137 2 4 1 1 1.0367 "1" "M"
"1139" 1139 2 4 1 1 1.0289 "1" "M"
"1140" 1140 2 6 3 1 1.0276 "3" "M"
"1141" 1141 2 11 1 1 1.0243 "1" "M"
"1142" 1142 2 5 1 1 1.0235 "1" "M"
"1143" 1143 2 11 1 1 1.0145 "1" "M"
"1144" 1144 2 9 1 1 1.013 "1" "M"
"1145" 1145 2 4 4 1 1.011 "4" "M"
"1146" 1146 2 11 1 1 1.0107 "1" "M"
"1148" 1148 2 10 1 1 0.9991 "1" "M"
"1149" 1149 2 6 1 1 0.9986 "1" "M"
"1150" 1150 2 12 3 1 0.9977 "3" "M"
"1152" 1152 2 3 3 1 0.9918 "3" "M"
"1154" 1154 2 9 1 1 0.9908 "1" "M"
"1155" 1155 2 4 2 1 0.9846 "2" "M"
"1156" 1156 2 4 2 1 0.9758 "2" "M"
"1157" 1157 2 2 1 1 0.962 "1" "M"
"1158" 1158 2 10 1 1 0.9583 "1" "M"
"1159" 1159 2 4 4 1 0.9526 "4" "M"
"1160" 1160 2 4 3 1 0.9499 "3" "M"
"1161" 1161 2 4 2 1 0.9294 "2" "M"
"1162" 1162 2 5 3 1 0.9201 "3" "M"
"1163" 1163 2 1 3 1 0.9166 "3" "M"
"1164" 1164 2 3 2 1 0.9153 "2" "M"
"1165" 1165 2 4 4 1 0.8961 "4" "M"
"1167" 1167 2 6 1 1 0.8584 "1" "M"
"1168" 1168 2 3 3 1 0.841 "3" "M"
"1170" 1170 2 3 2 1 0.8204 "2" "M"
"1171" 1171 2 3 2 1 0.8064 "2" "M"
"1172" 1172 2 11 1 1 0.7983 "1" "M"
"1173" 1173 2 9 1 1 0.7933 "1" "M"
"1174" 1174 2 3 3 1 0.7722 "3" "M"
"1175" 1175 2 4 4 1 0.7632 "4" "M"
"1176" 1176 2 9 1 1 0.7569 "1" "M"
"1177" 1177 2 11 1 1 0.7479 "1" "M"
"1178" 1178 2 8 3 1 0.745 "3" "M"
"1180" 1180 2 3 3 1 0.7414 "3" "M"
"1181" 1181 2 9 1 1 0.7256 "1" "M"
"1182" 1182 2 3 2 1 0.7246 "2" "M"
"1183" 1183 2 6 1 1 0.7237 "1" "M"
"1185" 1185 2 11 1 1 0.7031 "1" "M"
"1186" 1186 2 11 1 1 0.7012 "1" "M"
"1187" 1187 2 3 2 1 0.6856 "2" "M"
"1188" 1188 2 1 3 1 0.6775 "3" "M"
"1189" 1189 2 3 3 1 0.6741 "3" "M"
"1191" 1191 2 4 3 1 0.6469 "3" "M"
"1193" 1193 2 4 2 1 0.6319 "2" "M"
"1194" 1194 2 4 2 1 0.6051 "2" "M"
"1196" 1196 2 1 3 1 0.59 "3" "M"
"1197" 1197 2 2 1 1 0.5779 "1" "M"
"1200" 1200 2 3 2 1 0.5571 "2" "M"
"1201" 1201 2 4 1 1 0.5507 "1" "M"
"1202" 1202 2 11 1 1 0.5198 "1" "M"
"1203" 1203 2 11 1 1 0.4952 "1" "M"
"1204" 1204 2 4 2 1 0.4789 "2" "M"
"1205" 1205 2 1 3 1 0.4755 "3" "M"
"1206" 1206 2 11 1 1 0.4654 "1" "M"
"1207" 1207 2 2 1 1 0.4619 "1" "M"
"1208" 1208 2 2 1 1 0.4525 "1" "M"
"1210" 1210 2 4 3 1 0.444 "3" "M"
"1211" 1211 2 4 1 1 0.4333 "1" "M"
"1213" 1213 2 3 2 1 0.4323 "2" "M"
"1214" 1214 2 3 3 1 0.4299 "3" "M"
"1215" 1215 2 4 1 1 0.4282 "1" "M"
"1216" 1216 2 1 3 1 0.4234 "3" "M"
"1218" 1218 2 2 1 1 0.4056 "1" "M"
"1219" 1219 2 11 1 1 0.3999 "1" "M"
"1221" 1221 2 12 1 1 0.397 "1" "M"
"1222" 1222 2 4 1 1 0.3957 "1" "M"
"1223" 1223 2 1 3 1 0.3948 "3" "M"
"1224" 1224 2 4 3 1 0.3879 "3" "M"
"1225" 1225 2 4 2 1 0.3872 "2" "M"
"1226" 1226 2 4 2 1 0.3858 "2" "M"
"1227" 1227 2 4 2 1 0.3855 "2" "M"
"1234" 1234 2 3 2 1 0.3584 "2" "M"
"1238" 1238 2 2 1 1 0.3307 "1" "M"
"1240" 1240 2 12 1 1 0.3079 "1" "M"
"1241" 1241 2 4 1 1 0.3067 "1" "M"
"1247" 1247 2 3 3 1 0.2883 "3" "M"
"1248" 1248 2 4 2 1 0.2853 "2" "M"
"1250" 1250 2 4 1 1 0.2807 "1" "M"
"1260" 1260 2 2 1 1 0.2484 "1" "M"
"1262" 1262 2 11 1 1 0.2464 "1" "M"
"1268" 1268 2 3 2 1 0.2327 "2" "M"
"1270" 1270 2 1 1 1 0.2306 "1" "M"
"1271" 1271 2 2 1 1 0.2304 "1" "M"
"1274" 1274 2 2 1 1 0.2231 "1" "M"
"1278" 1278 2 2 1 1 0.2163 "1" "M"
"1281" 1281 2 4 3 1 0.2153 "3" "M"
"1284" 1284 2 4 3 1 0.2124 "3" "M"
"1286" 1286 2 1 1 1 0.2089 "1" "M"
"1292" 1292 2 2 1 1 0.2002 "1" "M"
"1293" 1293 2 2 1 1 0.2 "1" "M"
"1295" 1295 2 1 1 1 0.1975 "1" "M"
"1296" 1296 2 3 2 1 0.1968 "2" "M"
"1297" 1297 2 1 1 1 0.1967 "1" "M"
"1298" 1298 2 4 1 1 0.1955 "1" "M"
"1300" 1300 2 4 3 1 0.1915 "3" "M"
"1301" 1301 2 4 2 1 0.1912 "2" "M"
"1302" 1302 2 1 1 1 0.1906 "1" "M"
"1307" 1307 2 3 2 1 0.1865 "2" "M"
"1308" 1308 2 3 2 1 0.1853 "2" "M"
"1311" 1311 2 10 1 1 0.1813 "1" "M"
"1313" 1313 2 4 3 1 0.1809 "3" "M"
"1317" 1317 2 3 2 1 0.1775 "2" "M"
"1319" 1319 2 12 1 1 0.175 "1" "M"
"1321" 1321 2 4 2 1 0.1723 "2" "M"
"1323" 1323 2 12 1 1 0.1717 "1" "M"
"1325" 1325 2 3 2 1 0.1695 "2" "M"
"1330" 1330 2 2 1 1 0.1633 "1" "M"
"1334" 1334 2 2 1 1 0.1607 "1" "M"
"1335" 1335 2 1 1 1 0.1602 "1" "M"
"1337" 1337 2 4 2 1 0.1564 "2" "M"
"1339" 1339 2 12 1 1 0.1562 "1" "M"
"1342" 1342 2 1 1 1 0.1522 "1" "M"
"1343" 1343 2 3 2 1 0.1511 "2" "M"
"1348" 1348 2 3 2 1 0.1481 "2" "M"
"1349" 1349 2 1 3 1 0.1439 "3" "M"
"1350" 1350 2 3 2 1 0.1406 "2" "M"
"1353" 1353 2 4 2 1 0.1393 "2" "M"
"1354" 1354 2 1 1 1 0.1392 "1" "M"
"1356" 1356 2 1 1 1 0.1374 "1" "M"
"1357" 1357 2 12 1 1 0.1367 "1" "M"
"1360" 1360 2 3 2 1 0.1359 "2" "M"
"1364" 1364 2 4 3 1 0.1341 "3" "M"
"1365" 1365 2 12 1 1 0.129 "1" "M"
"1366" 1366 2 1 1 1 0.1282 "1" "M"
"1368" 1368 2 1 1 1 0.1258 "1" "M"
"1369" 1369 2 1 1 1 0.1255 "1" "M"
"1370" 1370 2 3 2 1 0.1251 "2" "M"
"1371" 1371 2 12 1 1 0.1244 "1" "M"
"1372" 1372 2 1 1 1 0.124 "1" "M"
"1374" 1374 2 2 1 1 0.12 "1" "M"
"1376" 1376 2 1 1 1 0.1197 "1" "M"
"1378" 1378 2 12 1 1 0.1179 "1" "M"
"1380" 1380 2 1 1 1 0.1176 "1" "M"
"1383" 1383 2 2 1 1 0.1138 "1" "M"
"1389" 1389 2 2 1 1 0.1097 "1" "M"
"1390" 1390 2 12 1 1 0.108 "1" "M"
"1392" 1392 2 1 1 1 0.1075 "1" "M"
"1393" 1393 2 1 1 1 0.1073 "1" "M"
"1397" 1397 2 1 1 1 0.1038 "1" "M"
"1400" 1400 2 3 2 1 0.1032 "2" "M"
"1401" 1401 2 1 1 1 0.1028 "1" "M"
"1407" 1407 2 2 1 1 0.1009 "1" "M"
